category_id,category_name,parent_category,url
,Baignoire îlot,Baignoire et balnéo,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/douche-baignoire-et-wc/baignoire-et-balneo/baignoire-ilot
,Baignoire balnéo,Baignoire et balnéo,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/douche-baignoire-et-wc/baignoire-et-balneo/baignoire-balneo
,Pare-baignoire,Baignoire et balnéo,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/douche-baignoire-et-wc/baignoire-et-balneo/pare-baignoire
,Robinet baignoire,Baignoire et balnéo,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/douche-baignoire-et-wc/baignoire-et-balneo/robinet-baignoire
,Cabine de douche,Douche,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/douche-baignoire-et-wc/douche/cabine-de-douche
,Paroi de douche,Douche,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/douche-baignoire-et-wc/douche/paroi-de-douche
,Porte de douche,Douche,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/douche-baignoire-et-wc/douche/porte-de-douche
,Receveur de douche,Douche,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/douche-baignoire-et-wc/douche/receveur-de-douche
,Colonne de douche,Douche,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/douche-baignoire-et-wc/douche/colonne-de-douche
,Kit de douche,Douche,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/douche-baignoire-et-wc/douche/kit-de-douche
,"Pommeau, flexible et accessoire de douche",Douche,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/douche-baignoire-et-wc/douche/pommeau-flexible-et-accessoire-de-douche
,Plomberie de douche,Douche,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/douche-baignoire-et-wc/douche/plomberie-de-douche
,Robinet de douche,Douche,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/douche-baignoire-et-wc/douche/robinet-de-douche
,"Alimentation, raccord et joint WC et salle de bain",Plomberie de salle de bain et WC,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/chauffage-plomberie-et-accessoire-de-salle-de-bain/plomberie-de-salle-de-bain-et-wc/alimentation-raccord-et-joint-wc-et-salle-de-bain
,Mécanisme WC,Plomberie de salle de bain et WC,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/chauffage-plomberie-et-accessoire-de-salle-de-bain/plomberie-de-salle-de-bain-et-wc/mecanisme-wc
,Evacuation WC,Plomberie de salle de bain et WC,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/chauffage-plomberie-et-accessoire-de-salle-de-bain/plomberie-de-salle-de-bain-et-wc/evacuation-wc
,Evacuation baignoire,Plomberie de salle de bain et WC,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/chauffage-plomberie-et-accessoire-de-salle-de-bain/plomberie-de-salle-de-bain-et-wc/evacuation-baignoire
,Siphon et bonde,Plomberie de salle de bain et WC,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/chauffage-plomberie-et-accessoire-de-salle-de-bain/plomberie-de-salle-de-bain-et-wc/siphon-et-bonde
,Sèche-serviette,Radiateur de salle de bain,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/chauffage-plomberie-et-accessoire-de-salle-de-bain/radiateur-de-salle-de-bain/seche-serviette
,Chauffage d'appoint,Radiateur de salle de bain,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/chauffage-plomberie-et-accessoire-de-salle-de-bain/radiateur-de-salle-de-bain/chauffage-d-appoint
,Modèle Idalie noyer,Modèle de salle de bain,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/meuble-et-vasque-de-salle-de-bain/meuble-et-rangement-de-salle-de-bain/modele-de-salle-de-bain/modele-idalie-noyer
,Modèle Idalie chêne,Modèle de salle de bain,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/meuble-et-vasque-de-salle-de-bain/meuble-et-rangement-de-salle-de-bain/modele-de-salle-de-bain/modele-idalie-chene
,Modèle Idalie noir mat,Modèle de salle de bain,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/meuble-et-vasque-de-salle-de-bain/meuble-et-rangement-de-salle-de-bain/modele-de-salle-de-bain/modele-idalie-noir-mat
,Modèle Aruna blanc,Modèle de salle de bain,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/meuble-et-vasque-de-salle-de-bain/meuble-et-rangement-de-salle-de-bain/modele-de-salle-de-bain/modele-aruna-blanc
,Modèle District,Modèle de salle de bain,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/meuble-et-vasque-de-salle-de-bain/meuble-et-rangement-de-salle-de-bain/modele-de-salle-de-bain/modele-district
,Modèle Style décor blanc/gris,Modèle de salle de bain,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/meuble-et-vasque-de-salle-de-bain/meuble-et-rangement-de-salle-de-bain/modele-de-salle-de-bain/modele-style-blanc
,Modèle Style decor bois clair/gris,Modèle de salle de bain,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/meuble-et-vasque-de-salle-de-bain/meuble-et-rangement-de-salle-de-bain/modele-de-salle-de-bain/modele-style-decor-bois-clair-gris
,Modèle Aruna gris,Modèle de salle de bain,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/meuble-et-vasque-de-salle-de-bain/meuble-et-rangement-de-salle-de-bain/modele-de-salle-de-bain/modele-aruna-gris
,Modèle Avela,Modèle de salle de bain,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/meuble-et-vasque-de-salle-de-bain/meuble-et-rangement-de-salle-de-bain/modele-de-salle-de-bain/modele-avela
,Modèle Himalia blanc,Modèle de salle de bain,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/meuble-et-vasque-de-salle-de-bain/meuble-et-rangement-de-salle-de-bain/modele-de-salle-de-bain/modele-himalia-blanc
,Modèle Himalia gris,Modèle de salle de bain,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/meuble-et-vasque-de-salle-de-bain/meuble-et-rangement-de-salle-de-bain/modele-de-salle-de-bain/modele-himalia-gris
,Modèle Idalie blanc,Modèle de salle de bain,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/meuble-et-vasque-de-salle-de-bain/meuble-et-rangement-de-salle-de-bain/modele-de-salle-de-bain/modele-idalie-blanc
,Modèle Idalie gris,Modèle de salle de bain,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/meuble-et-vasque-de-salle-de-bain/meuble-et-rangement-de-salle-de-bain/modele-de-salle-de-bain/modele-idalie-gris
,Modèle Idalie gris taupé,Modèle de salle de bain,https://www.bricodepot.fr/produits/salle-de-bain-et-wc/meuble-et-vasque-de-salle-de-bain/meuble-et-rangement-de-salle-de-bain/modele-de-salle-de-bain/modele-idalie-gris-taupe
